source,target,relation,effect,claim_id
2Δ0/kBTc,7.2,HAS_PROPERTY_VALUE,,N/A
gap ratio,2Δ0=7.2kBTc,HAS_PROPERTY_VALUE,,N/A
tunneling spectra,gapped feature,MEASURES,,N/A
2Δ/(kB*Tc),16.6,HAS_PROPERTY_VALUE,,N/A
5000C,5000C,HAS_CONDITION_VALUE,,N/A
increasing magnetic field,"R(T, H)",EXPERIMENT_CONDITIONS,,N/A
R=0,lower temperatures,HAS_PROPERTY_VALUE,,N/A
Ginzburg-Landau coherence length,~100 Å,HAS_PROPERTY_VALUE,,N/A
H=10 Oe,10 Oe,HAS_CONDITION_VALUE,,N/A
4.02 K,4.02 K,HAS_CONDITION_VALUE,,N/A
Hall effect,multiband feature,SYNTHESIZES,,N/A
Hall effect measurements,multiband feature,MEASURES,,N/A
ΔC_e/γT_c,2.31,HAS_PROPERTY_VALUE,,N/A
SC gaps,µSR measurements,EXPERIMENT_CONDITIONS,,N/A
disconnected Fermi surfaces,d-wave symmetry,HAS_PROPERTY,,N/A
mean free path,10 nm,HAS_PROPERTY_VALUE,,N/A
La1-xCexOBiSSe,clear diamagnetic susceptibility,EXHIBITS_STATE,,N/A
clear diamagnetic susceptibility,x = 0.2-0.6,STATE_UNDER_CONDITION,,N/A
x = 0.2-0.6,0.2-0.6,HAS_CONDITION_VALUE,,N/A
Bi-SSe pyramid,apical site,HAS_PROPERTY,,N/A
superconducting anisotropic parameter,34-35,HAS_PROPERTY_VALUE,,N/A
superconducting anisotropic parameter,upper critical magnetic field,DESCRIBES,,N/A
